,question,answer,ref,doc_id,dial_id
2100,How do you order by mail?,"To order personalized plates by mail ,  use the Application for Custom Plates PDF [ 14 ] CP-30 .","[{'sp_id': '33', 'label': 'solution'}]",Order personalized plates#1_0,ef52c1464d501ee99abfe9261f5977f9
1562,Can there be more than one discount applied for a young driver?,It is possible. It varies by insurance company so it is best to contact them,"[{'sp_id': '21', 'label': 'solution'}]",How insurance premium reduction works#3_0,a8af7659aed7a39bb20981ac5cea8b8c
3711,I need help with an expiring temporary registration on a car that we moved,Are you unable to get the title certificate for a vehicle you are selling and the temporary registration is set to expire soon?,"[{'sp_id': '21', 'label': 'precondition'}]",General information for dealers and transporters#3_0,5750d79e41b85ece526102d7caaa39df
2366,can I change my last name to my husband's last name? we are gay partners,"Regardless of the genders of you and your spouse, if your marriage certificate shows both your spouse's surname and your former surname you may change your surname to your spouse 's surname.","[{'sp_id': '121', 'label': 'solution'}, {'sp_id': '122', 'label': 'solution'}, {'sp_id': '123', 'label': 'solution'}]",How to change information on DMV documents#3_0,c73cb9e99fcbc2740db5f242c3b3a4e2
2667,I want help with the new IDs and I want 'veteran' added to it,"Okay, so you have a Standard license and want to change to a REAL ID or Enhanced license and you want to add your veteran status?","[{'sp_id': '23', 'label': 'precondition'}]",Veteran status designation on a photo document#3_0,e4c2f3ec2e7258f6b854a88c4d855305
1004,Can I transfer fees from one vehicle to another?,"If you transfer the registration and plates from another vehicle, you don't need to ay the plate fees or MCTD fee and you may be able to transfer the registration fees to your new vehicle.","[{'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}]",Estimate registration fees and taxes#1_0,d806b1093f0031f04066f252b0189d8a
3798,Is there a way to update my voter registration without changing my DMV records?,Yes. For this you must complete the New York State Voter Registration Form on the New York State Board of Elections website and mail it to your County Board of Elections.,"[{'sp_id': '33', 'label': 'solution'}]",Voter Registration Application Frequently Asked Questions#1_0,1cb95c791580fd4b1a05a471e31156b0
3411,"Let's talk about a car, for example. Is a modified car still in the commercial class?",You can register a car in the 'commercial' class if all the seats behind the driver are removed. Instead of the seats you must install a permanent box or permanent rack to carry cargo.,"[{'sp_id': '18', 'label': 'solution'}, {'sp_id': '19', 'label': 'solution'}, {'sp_id': '20', 'label': 'solution'}]",Vehicle modifications and registration class#3_0,df4714348f7b481eccbfd19dbed23799
1840,Should I file a complaint against an inspection station or a certified inspector?, please report a problem with a DMV regulated automotive business,"[{'sp_id': '2', 'label': 'solution'}]",About complaints and charges for inspection stations and certified inspectors#3_0,1a265e7a642888c7e84d7ba9838b8c40
3138,Good morning. I was interested into know if i have any rights or resources available in case i'm against a complaint?,"Sure, you have a few of those. First, Are you looking for information to protect your facility license, registration or certification?","[{'sp_id': '2', 'label': 'precondition'}]",A Guide for Facilities:#3_0,a2dd86656a55e7744c73b76a42aa3bd2
1405,And however much that would cost.,It is available and would cost $60 to begin with.,"[{'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]",Learn about personalized plates#3_0,54cd198c6bbcaedec4422cb6a4384eb1
1585,Can I get both a youth and PIRP discount?,You would need to speak with your insurance company.,"[{'sp_id': '21', 'label': 'solution'}]",How insurance premium reduction works#3_0,b216947ef7897ec43ca6799027445df5
1902,Hello there. How are you doing? I came here because there was a complaint filed against me and I don't know what to do about it.,"Then you're in the right place. First of all, you should know that the New York State Department of Motor Vehicles (DMV) regulates all repair shops, inspection stations, dealers, vehicle dismantlers and other related businesses in NY State.","[{'sp_id': '4', 'label': 'solution'}]",About complaints and charges for dealer and transporter businesses#3_0,d192ca0607fc4e739123eda633cc9210
1628,What other measures will they take?, We will take actions against your New York State registration and driver license even if you move out of New York. This can affect your ability to have a driver license in your new state .,"[{'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}]",Moving out of New York State#3_0,4666a0495203b576db920f8ba89a2bee
3823,no,Do you need the address where you can send your application and documents?,"[{'sp_id': '235', 'label': 'precondition'}]",Restore license after revocation#1_0,c3f4164916392e8f3a7c239f32d3708c
2264,do not,Do you want to know what is a lifetime driving record?,"[{'sp_id': '10', 'label': 'precondition'}]",How to get my own driving record (abstract)#1_0,d0093094b9627744a6368d9992dc6acd
4140,"O.k, Now, can i change a name in a registration?","Sorry, but you can not do that. You can, however, tranfer the ownership of that vehicle, of course.","[{'sp_id': '32', 'label': 'solution'}, {'sp_id': '33', 'label': 'solution'}]",Buy or sell a vehicle (transfer ownership)#3_0,26bff48e9d9889d358cec57c2d36fe4e
2433, If i do not have a current voucher?,skip the voucher ID number section,"[{'sp_id': '62', 'label': 'solution'}]",Register a snowmobile#1_0,321fb47b42d0c2c5dc14a047a0ba7306
2864,If I already have a residence address registered with the DMV," you are not required to change it when you change your mailing address , but you can change the residence address if you want to","[{'sp_id': '74', 'label': 'solution'}, {'sp_id': '75', 'label': 'solution'}]",Information about transaction entries#3_0,d96ddfb20edb4d9dc4e5f54a57447870
442,I'm looking for additional information regarding registering a vehicle I bought at a sheriff auction,Do you need more help with this particular process?,"[{'sp_id': '56', 'label': 'precondition'}]",Register a vehicle I bought at a sheriff or marshal auction#3_0,d3f0bfb4f13a3b026553daa2ec564ef4
511,No,Do you want to know the self-certification driving types?,"[{'sp_id': '6', 'label': 'precondition'}]",Medical Certification FAQ's#3_0,5132fd5270059fd9bde7452d4341c22e
1108,What else the benefits of the shared information?,Bus companies could check their bus drivers and confirm their ability to safely drive the school bus. Employers could check their workers records to be aware of anything suspicious that might cause safety problems and there are many more examples on how the shared information benefits our daily life.,"[{'sp_id': '33', 'label': 'solution'}]",Sharing your information#3_0,534d12c5d511789726649e032f68c64b
592,How do I apply for a title only?,Use the PDF file and follow instructions carefully.,"[{'sp_id': '69', 'label': 'solution'}, {'sp_id': '70', 'label': 'solution'}]",Replace a title certificate#1_0,a759ee2a47940917d15c42ed44a2304e
3112,What happens if I fail the written exam or background checks?,want to know what happens if you fail the written test?,"[{'sp_id': '52', 'label': 'precondition'}]",Get a  hazardous materials (HazMat) endorsement#3_0,6f0390a38a76140e6884b8d7480b304a
652,My vehicle was stolen. What should i do?,You should first lodge a report to the police and your insurance company.,"[{'sp_id': '2', 'label': 'precondition'}]",Stolen and recovered vehicles#3_0,689ade7e6231c9ecac03402f2dff4187
1554,Can my driving record show PIRP completion?,It can but you would need to request a copy of your full record.,"[{'sp_id': '13', 'label': 'precondition'}]",About point reduction#3_0,00f5f346cac4a79211bf82883c2a6f65
3808,"Yes, for starters.",To register to vote in New York State you must be a U.S. Citizen and 18 years old by the end of this year.,"[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]",Voter Registration Application Frequently Asked Questions#1_0,bafeb90b6b6846be9f2359944006353a
4103,Not exactly like that.,Is the vehicle under any kind of damage from a natural disaster or something? ,"[{'sp_id': '34', 'label': 'precondition'}]",Buy or sell a vehicle (transfer ownership)#3_0,0f65528c36dcbf84099a6c42b00cd0aa
3512,"Yes, unfortunately.",Then a plea of guilty to a violation that results in 5 or more points may result in the revocation of your license under Part 132 of the Commissioner's Regulations. You may want to consult with an attorney before entering your plea.,"[{'sp_id': '42', 'label': 'solution'}, {'sp_id': '43', 'label': 'solution'}, {'sp_id': '44', 'label': 'solution'}]",Tickets received in New York City#3_0,a244220f9e7d6550dba2b3ce706b0da2
4032,Yes! That sounds good.,Have you completed the PIRP course?,"[{'sp_id': '75', 'label': 'precondition'}]",Point & Insurance Reduction Program#3_0,cf5318069120b8eeb773c6f76a80c755
3361,do not,What do you want to know? How can I find the unloaded weight of my truck?,"[{'sp_id': '22', 'label': 'precondition'}]",Register a pick-up truck as 'passenger' class vehicles#1_0,b78da37360f7c7d6cd1069a8e85c3a0f
2651,How do I send the application for Veteran status designation by mail?,"You would have to send a completed Application for Permit, driver license or non-driver ID card.","[{'sp_id': '29', 'label': 'solution'}, {'sp_id': '30', 'label': 'solution'}, {'sp_id': '31', 'label': 'solution'}]",Veteran status designation on a photo document#3_0,fc22824ae3a98729dd985fbc4023ef26
1463,how do i remove the ignition restriction from my driver license?,your ignition interlock monitor must give you a gorm that states that you are no longer required to install and maintain the ignition device,"[{'sp_id': '31', 'label': 'solution'}, {'sp_id': '32', 'label': 'solution'}]",Leandra's Law & ignition interlock devices#3_0,f9470ba8e55fb628c583646f83f79e13
2184,hi how do i get a learner's permit,Obtaining a permit is the first step in obtaining your driver's license. Most people apply for a Class 'D - Operator' permit. 1 Must be 16 years of age or older and must submit an application in person at a DMV office.,"[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]",Get a learner permit#1_0,25fe12530d20af8f63f19017336e8e39
663,and what should I do after recovering my plate and filled the MV-78B form?,"for that matter, you can bring the plate to a DMV office and apply for new plates and re-instate your registration.","[{'sp_id': '42', 'label': 'solution'}]",Stolen and recovered vehicles#3_0,8a3ee9307cec5d433c632e5bf7c2017b
633,"Ok, better check on the one before hand. Um, one more question, please. A friend's car was also recovered few weeks ago, but its plates went missing. What he needs to do in that case?","Well, your friend needs to bring a copy of form MV-78B to a DMV and apply for new plates and reinstatement of his registration.","[{'sp_id': '44', 'label': 'solution'}]",Stolen and recovered vehicles#3_0,99de2f5eb877c6abb1be8e01e7577fb2
675,What can the ALJ do at the hearing?,"The ALJ may sustain some, all, or none of the charges. There may be no action, a warning, the imposition of a suspension, revocation, and/or civil penalties.","[{'sp_id': '39', 'label': 'solution'}, {'sp_id': '40', 'label': 'solution'}]",About complaints and charges for repair and body shops#3_0,5ba13e059486c40879b751f28c420017
1257,"No, I am not.",Do you need to know how to file a complaint against a DMV regulated automotive business?,"[{'sp_id': '4', 'label': 'precondition'}]",Report a problem with a DMV regulated automotive business#1_0,0cf9e8278c529cc265a6df5714c4cb98
3781,How do I know what my voter registration status is right now?,The NYS Board of Elections provides a website for New York State residents to check their voter registration status.,"[{'sp_id': '16', 'label': 'solution'}]",Voter Registration Application Frequently Asked Questions#1_0,0f2ec90e51ee949a264bc6501b8682bf
