question,answer,model_answer,ref,retrived_doc,doc_id,dial_id
"I'm planning a trip soon, any recommendation about my ID?",A good recommendation would be to go to the DMV first and ask for an Enhanced or REAL ID so you can avoid going to the office again later.,Enhanced or REAL ID,"[{'sp_id': '8', 'label': 'solution'}, {'sp_id': '9', 'label': 'solution'}]","October 2020 , you will need an Enhanced or REAL ID to board a domestic flight unless you have a passport. If your license or permit was issued before October 30 , 2017 and is not Enhanced , you have a Standard document. Newly issued Standard license and permits state : ' NOT FOR FEDERAL PURPOSES '",Get a license to drive a taxi or livery vehicle#3_0,969b0495fcffbb603fb70ba4f3b1d779
Where do I apply?,You can apply at your local DMV office. Be sure to bring all necessary documents when you go to apply.,DMV Office,"[{'sp_id': '14', 'label': 'solution'}]","Do it at the DMV: 
You must apply for a military skills test waiver at a DMV Office. 

Show ""do it online"" button in megamenu: 


Topic: 
Commercial Drivers [5 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?: 


yes or no survey:",Get a military skills test waiver#1_0,5f15fd5ed2e71a0d4ae89a51a9f87aed
What in case the owner dies. How does the transfer go?,"In case the owner is deceased, the Estates , Powers & Trust Law of New York State takes care of providing for the transfer but only through the property distribution of an estate set up by a Surrogate Court. The surviving Spouse, minor shield or next kin can't assume the ownership automatically.","the owner of one vehicle that has a value of $25,000 or less automatically transfers to the","[{'sp_id': '232', 'label': 'solution'}, {'sp_id': '233', 'label': 'solution'}, {'sp_id': '234', 'label': 'solution'}]","Use this checklist to help you transfer the ownership when the vehicle owner is deceased PDF [8] MV-843. For transfers made by the' According to the Estates, Powers & Trust Law of New York State , ' the owner of one vehicle that has a value of $25,000 or less automatically transfers to the surviving spouse. If the surviving spouse wishes to transfer ownership , they must print the decedent s name in the Seller s Name Print in Full section on the back of the Title and sign their name in the",Transfer ownership and acceptable proofs of ownership#3_0,959fbce82ff4f18a703d5b50e3f3611c
"In the event that I am unhappy with the DMV's response to my FIOL request, can I appeal this?","Yes, if the DMV has denied your request completely or partially",no,"[{'sp_id': '93', 'label': 'precondition'}]",Can I appeal DMV s response to my FOIL request?,File a Freedom of Information Law (FOIL) request#1_0,1d83faf3b32e69320d17135784932ecd
Can there be 2 different names in the vehicle registration?,There can only be 1 or 2 names on a registration registrants. Fill and sign the form Vehicle Registration/Title Application PDF  MV-82 and provide their proofs of identity and date of birth. Both names must appear on the Insurance ID Card.,Yes,"[{'sp_id': '20', 'label': 'solution'}, {'sp_id': '21', 'label': 'solution'}, {'sp_id': '22', 'label': 'solution'}]","More than 2 names on a vehicle registration 
There can only be 1 or 2 names on a registration registrants. Both the primary registrant first name listed on the registration and the co - registrant must sign the Vehicle Registration / Title Application PDF [2] MV-82 and provide their proofs of identity and date of birth. Both names must appear on the Insurance ID Card.",New York State Insurance Requirements#3_0,ce03f757b42419a8ebb693d7c9627d47
What happens if I don't transfer the registration right away?,"If you do not transfer the registration immediately, turn in the assigned license plates and taxi card to the IRB. Registration of your vehicle will be suspended if there is an expiration of liability insurance and the plates provided were not delivered. The registrant's driver's license may also be suspended. See Section 9.0 of the New York State IRP Handbook pdf IRP-8 for complete instructions on registration transfers.",The registration will be cancelled.,"[{'sp_id': '42', 'label': 'solution'}, {'sp_id': '43', 'label': 'solution'}, {'sp_id': '44', 'label': 'solution'}]",What if I do not transfer the registration immediately?,Transfer IRP registration#1_0,35733d9d72934c68941a955b5cff1524
Can you perhaps tell me where to find additional information? Are there any resources?,"The NY State Department of Environmental Conservation website www.dec.ny.gov has the regulations for the California emissions standards and other motor vehicle emissions standards See Regulations, Part 218. ",The NY State Department of Environmental Conservation website www.dec.ny.gov [1,"[{'sp_id': '41', 'label': 'solution'}]","Where can I find more information? 
The NY State Department of Environmental Conservation website www.dec.ny.gov [1] has the regulations for the California emissions standards and other motor vehicle emissions standards See Regulations, Part 218.",California emissions standards#3_0,a9db5b03e5bf16fba193bc80ced16f7e
How do you know for sure if the person who registered with the course is the one who actually takes the course online?,Each sponsor has methods they use to make sure the right person is taking the course and if a person is found to defraud the system they can be prosecuted.,You can check the course logs,"[{'sp_id': '93', 'label': 'solution'}, {'sp_id': '94', 'label': 'solution'}]",What is done to ensure that the person who registers for the course is the person who takes the course?,About online and alternative delivery method courses (I-PIRP/ADM)#3_0,b7a06e175e5afdc27383b5e9ac1c99b2
What is the cost of an I-PIRP course?, The cost is set by the course sponsor and the fee varies from one course to another course ,no,"[{'sp_id': '51', 'label': 'solution'}, {'sp_id': '52', 'label': 'solution'}, {'sp_id': '53', 'label': 'solution'}]",What type of equipment and technology do I need to take an I-PIRP course?,About online and alternative delivery method courses (I-PIRP/ADM)#3_0,dd354efa73fe45eb45f37c676bdbde95
yes," See an explanation of ' Standard ' driving record abstracts [ 2 ] issued by the New York DMV , and a Description of Abstract of Driving Record PDF [ 3 ] DS-242.1 , which also shows a sample abstract",no,"[{'sp_id': '3', 'label': 'solution'}]","Get Standard abstracts at a DMV office 
Sorry, you cannot get CDL or Lifetime abstracts at a DMV office. To request your Standard driving record at a DMV office , bring a completed Request for Driving Record Information PDF [12] MV-15C proof of identity 3 $ 10.00 for the fee 4 Find a DMV office near you [13].",How to get my own driving record (abstract)#1_0,51c754b5b81501edeae73a0f025cd3da
